1_10_2
0.99999976
1.0198844e-08
1.0
2.3392417e-07
0.99999976
0.99999976
0.99999976
7.872736e-08
0.99999976
2.2104618e-07
0.99999976
6.945856e-07
1.0
0.99999976
0.9999999
1.0
2.613333e-08
1.01763815e-08
4.836478e-08
1.2459168e-07
2.3686518e-07
2.761357e-07
0.99999976
0.9999999
0.9999999
0.9999999
7.149971e-07
0.9999999
1.2103696e-07
0.9999999
0.9999999
1.0
0.99999976
3.1492678e-07
1.0953481e-07
0.99999976
1.3614465e-08
3.081714e-08
7.361314e-08
1.0
1.0
0.99999976
1.0
5.6734294e-08
1.805202e-07
0.9999999
1.0199525e-08
1.5666109e-07
0.99999976
1.8814916e-07
0.99999976
1.0
6.963665e-08
3.1885577e-07
0.9999999
4.2394439e-07
6.6008546e-08
3.332583e-07
0.9999999
3.3554164e-07
1.314701e-07
1.0016912e-06
0.99999976
1.0198844e-08
1.0
2.6071427e-07
9.1798927e-07
3.675288e-08
0.99999976
1.0
1.9790914e-08
3.4781138e-08
6.045217e-07
1.0
1.6059394e-08
3.082197e-07
9.724239e-08
0.99999976
1.2339653e-07
0.99999976
0.9999999
1.0
1.25712365e-08
0.99999976
5.464592e-08
1.548247e-07
0.99999976
0.99999976
0.9999999
1.0
0.99999976
0.99999976
7.366426e-08
1.0
0.9999999
2.0497772e-08
1.0673451e-07
1.0
2.3809283e-08
1.0
0.99999976
0.99999976
0.99999976
1.01159054e-08
5.6462788e-08
2.9689437e-07
0.99999976
9.564517e-08
1.0486771e-07
5.6678215e-07
1.0
1.0
0.9999999
0.99999976
1.8761217e-07
1.0
2.6578132e-07
7.086507e-08
6.907339e-08
0.99999976
0.99999976
1.0
1.84604e-07
2.8346912e-07
0.99999976
5.4837933e-08
7.882713e-08
2.1791806e-07
2.6693075e-07
1.0200672e-08
6.940725e-08
2.7209012e-07
2.7103912e-08
1.061619e-08
0.99999976
0.99999976
1.9672014e-07
0.9999999
4.926515e-07
0.9999999
0.99999976
1.0
8.663659e-07
1.6538347e-07
0.99999976
1.0
1.0
0.9999999
6.264135e-08
5.783618e-08
1.778863e-07
0.99999976
1.6779648e-08
1.0
2.2917007e-07
0.99999976
1.0
1.4292459e-08
0.99999976
1.0691783e-06
1.0
3.16258e-07
1.01410205e-08
1.6821426e-07
1.3450173e-07
2.6694656e-07
2.419879e-07
4.1198865e-07
3.5387373e-07
0.99999976
1.0
8.45403e-08
0.9999999
1.6743112e-07
0.99999976
0.9999999
4.7112005e-07
1.2700046e-07
1.0
0.9999999
1.0
1.0
2.2851948e-07
6.344034e-08
0.99999976
1.8027592e-07
1.2215669e-07
2.9581022e-07
8.204388e-08
3.7206117e-08
6.0597344e-08
3.4530592e-07
2.083871e-07
7.801509e-08
0.99999976
7.880263e-08
2.5800216e-07
0.99999976
2.818125e-07
2.1682206e-07
9.6665616e-08
1.0
3.2802614e-08
1.14076244e-07
5.881491e-08
1.0
0.9999999
0.99999976
1.1009846e-07
1.7156405e-07
0.99999976
0.99999976
0.9999999
0.99999976
5.5874423e-08
0.99999976
1.0
1.5391153e-07
5.6310505e-08
0.9999999
1.5453115e-07
2.589754e-07
1.1968149e-07
1.0
1.0
1.0
0.99999976
1.0
1.0
1.6127436e-07
1.0
0.99999976
1.0
1.0
2.1849341e-07
2.1614714e-07
6.752622e-08
2.2396321e-07
0.9999999
2.0937476e-07
8.275963e-08
0.99999976
1.0
0.9999999
1.1968149e-07
2.1077756e-07
0.99999976
0.99999976
1.0
7.0921715e-07
2.0385608e-07
0.99999976
7.769567e-08
1.0
0.99999976
0.99999976
1.0
