1_10_10
1.0
6.6921286e-12
1.0
4.0785472e-11
1.0
1.0
1.0
3.4557843e-11
1.0
3.8130832e-11
1.0
1.2297496e-10
1.0
1.0
1.0
1.0
6.1354225e-12
6.572574e-12
8.9917865e-12
4.8778356e-11
1.9825757e-11
6.209145e-11
1.0
1.0
1.0
1.0
1.1906577e-10
1.0
1.1882098e-10
1.0
1.0
1.0
1.0
8.400091e-11
1.5628906e-11
1.0
5.7240805e-12
2.3531456e-11
2.1748145e-11
1.0
1.0
1.0
1.0
1.0854486e-11
1.7239246e-11
1.0
7.68466e-12
2.162628e-11
1.0
1.7799137e-11
1.0
1.0
1.5944579e-11
7.0825366e-11
1.0
6.223634e-11
7.000891e-11
6.936241e-11
1.0
8.869304e-11
1.580813e-11
5.8288145e-11
1.0
6.6921286e-12
1.0
5.3388734e-11
9.5436194e-11
7.1546167e-12
1.0
1.0
1.4547862e-11
6.89849e-12
1.456864e-10
1.0
1.1758679e-11
8.249821e-11
2.7090897e-11
1.0
4.8951527e-11
1.0
1.0
1.0
5.777046e-12
1.0
2.5864519e-11
1.6249075e-11
1.0
1.0
1.0
1.0
1.0
1.0
2.1840344e-11
1.0
1.0
5.8549073e-12
1.5625869e-11
1.0
1.768685e-11
1.0
1.0
1.0
1.0
6.4202103e-12
2.0845927e-11
7.6397826e-11
1.0
2.7337714e-11
5.227138e-11
5.5449884e-11
1.0
1.0
1.0
1.0
1.7777934e-11
1.0
1.9452865e-11
1.8111013e-11
1.6495739e-11
1.0
1.0
1.0
1.7632014e-11
6.673865e-11
1.0
2.3634917e-11
3.3032046e-11
4.14449e-11
1.8986118e-11
7.439141e-12
7.4966325e-11
5.968088e-11
2.0373599e-11
6.1460103e-12
1.0
1.0
2.0566118e-11
1.0
1.2927377e-10
1.0
1.0
1.0
5.1443336e-11
1.6607148e-11
1.0
1.0
1.0
1.0
5.7823954e-11
1.9274037e-11
1.7071683e-11
1.0
1.2288159e-11
1.0
3.883746e-11
1.0
1.0
5.709578e-12
1.0
6.5290336e-11
1.0
7.1101895e-11
8.935095e-12
1.66906e-11
1.1174063e-10
7.7234275e-11
4.4283105e-11
1.0721976e-10
9.29644e-11
1.0
1.0
2.9113725e-11
1.0
1.6665723e-11
1.0
1.0
5.95424e-11
2.3282385e-11
1.0
1.0
1.0
1.0
1.9956533e-11
6.068272e-11
1.0
9.481333e-11
2.3679e-11
7.555199e-11
9.2673175e-11
7.215395e-12
1.1980129e-11
6.822222e-11
2.032229e-11
3.109982e-11
1.0
3.422077e-11
7.856494e-11
1.0
6.565499e-11
3.986926e-11
2.7179816e-11
1.0
2.527896e-11
1.5642954e-11
6.086344e-11
1.0
1.0
1.0
1.562998e-11
1.68047e-11
1.0
1.0
1.0
1.0
2.1684975e-11
1.0
1.0
1.6223555e-11
2.1050979e-11
1.0
2.172555e-11
5.2481672e-11
2.397979e-11
1.0
1.0
1.0
1.0
1.0
1.0
1.0081302e-10
1.0
1.0
1.0
1.0
1.8313913e-11
4.114968e-11
7.1280724e-11
3.778196e-11
1.0
2.0302223e-11
2.941048e-11
1.0
1.0
1.0
2.397979e-11
1.8194144e-11
1.0
1.0
1.0
5.1710417e-11
4.2112338e-11
1.0
3.1087605e-11
1.0
1.0
1.0
1.0
7.8899366e-11
1.2610625e-11
1.0
1.0
8.74718e-12
1.0
9.557847e-11
1.093737e-10
1.0
8.468134e-12
1.0
1.0
3.922772e-11
1.0
1.2935393e-10
1.0
9.463964e-12
1.0
1.0
1.0
5.890955e-12
1.5450781e-10
7.8610514e-11
1.0
1.0
1.6944904e-11
1.0
1.0
6.1802885e-12
1.0
1.56514e-11
1.0
2.032229e-11
1.0
1.0
1.0
3.0280126e-11
5.110797e-11
1.689904e-11
1.6421496e-11
1.0
1.0
6.640379e-12
3.657402e-11
9.816596e-12
1.0
5.978912e-11
3.3822084e-11
1.0
5.762608e-12
1.0
1.0
1.0
1.0
2.2642763e-11
1.0
5.931909e-11
1.0
1.0
7.067864e-12
1.6140532e-11
1.0
1.0
1.2291423e-10
7.9132506e-11
1.0
2.7529486e-11
1.0
1.0
1.0
5.8944386e-12
5.7150257e-12
1.0
4.3140862e-11
1.0
1.07691564e-10
1.0
7.598004e-11
1.5756294e-11
8.423432e-12
1.7048026e-11
1.0
5.5397662e-11
2.2041468e-11
1.0
3.772752e-11
1.0
1.275213e-10
1.6743402e-11
8.814948e-11
1.1906577e-10
2.335328e-11
1.40427826e-11
1.0
2.0051615e-11
6.4644956e-12
5.452965e-11
3.02026e-11
1.0
4.994463e-11
5.706149e-12
1.0
1.6042348e-11
2.5302113e-11
1.0
1.0
5.7570598e-12
1.7259316e-11
6.3826167e-12
1.0
1.0
1.0
7.2006734e-11
1.0
1.0
3.9526937e-11
1.0
5.0384186e-11
1.0
5.521664e-11
1.0
1.5795382e-11
1.0
1.0378067e-11
1.0
2.5267777e-11
6.5256224e-11
1.0
4.542803e-11
1.4946931e-10
5.4780885e-11
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.9854214e-11
1.0
2.929448e-11
4.4630594e-11
1.0
7.636461e-11
1.0
1.0
1.0
1.3945205e-10
1.7434042e-11
1.0
1.0
1.0
5.3005798e-11
9.2385856e-11
1.0
8.618965e-11
1.0
1.0
1.0
